Date : 2024-03-26 00:17:47
Directory : /Users/morikazu/Downloads/StudyHub_student/lib/domain
Total : 93 files,  1737 codes, 53 comments, 426 blanks, all 2216 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/student/models/i_student_repository.dart                                     | Dart     |          7 |          0 |          2 |          9 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/student/models/occupation.dart                                               | Dart     |         12 |          0 |          4 |         16 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/student/models/question_count.dart                                           | Dart     |         38 |          0 |          8 |         46 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/student/models/school_name.dart                                              | Dart     |          0 |         18 |          5 |         23 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/student/models/status.dart                                                   | Dart     |         13 |          0 |          5 |         18 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/student/models/student.dart                                                  | Dart     |        116 |          0 |         15 |        131 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/student/models/student_id.dart                                               | Dart     |         26 |          0 |          6 |         32 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/student_auth/exception/student_auth_domain_exception.dart                    | Dart     |          8 |          0 |          2 |         10 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/student_auth/exception/student_auth_domain_exception_detail.dart             | Dart     |         13 |          0 |          5 |         18 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/student_auth/models/email_address.dart                                       | Dart     |         36 |          0 |          6 |         42 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/student_auth/models/i_student_auth_repository.dart                           | Dart     |         20 |          0 |          2 |         22 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/student_auth/models/password.dart                                            | Dart     |         39 |          0 |          7 |         46 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/student_auth/models/student_auth_info.dart                                   | Dart     |         32 |          0 |          7 |         39 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/teacher/exception/teacher_domain_exception.dart                              | Dart     |          8 |          0 |          2 |         10 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/teacher/exception/teacher_domain_exception_detail.dart                       | Dart     |         16 |          0 |          5 |         21 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/teacher/models/bio.dart                                                      | Dart     |         13 |          0 |          4 |         17 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/teacher/models/graduated.dart                                                | Dart     |         10 |          0 |          4 |         14 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/teacher/models/high_school.dart                                              | Dart     |          4 |          0 |          2 |          6 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/teacher/models/i_teacher_repository.dart                                     | Dart     |          5 |          0 |          2 |          7 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/teacher/models/introduction.dart                                             | Dart     |         13 |          0 |          4 |         17 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/teacher/models/rating.dart                                                   | Dart     |         14 |          0 |          4 |         18 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/teacher/models/teacher.dart                                                  | Dart     |         48 |          0 |          4 |         52 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/teacher/models/teacher_id.dart                                               | Dart     |         26 |          0 |          6 |         32 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/teacher/models/university.dart                                               | Dart     |         11 |          0 |          4 |         15 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/teacher_evaluation/exception/teacher_evaluation_domain_exception.dart        | Dart     |          8 |          0 |          2 |         10 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/teacher_evaluation/exception/teacher_evaluation_domain_exception_detail.dart | Dart     |         13 |          0 |          6 |         19 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/teacher_evaluation/models/i_teacher_evaluation_repository.dart               | Dart     |          6 |          0 |          2 |          8 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/teacher_evaluation/models/teacher_evaluation.dart                            | Dart     |         27 |          0 |          4 |         31 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/teacher_evaluation/models/teacher_evaluation_comment.dart                    | Dart     |         14 |          0 |          4 |         18 |
| /Users/morikazu/Downloads/StudyHub_student/lib/domain/teacher_evaluation/models/teacher_evaluation_rating.dart                     | Dart     |         14 |          0 |          5 |         19 |
| Total                                                                                                                              |          |      1,737 |         53 |        426 |      2,216 |
+------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
